Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2017/12/22, 19:12:25, -51.715294, -61.319443, -0.94,  0.00, 63, 0, 0.00, 
2017/12/22, 19:12:30, -51.715294, -61.319443, -0.94,  0.00, 63, 0, 0.00, 
2017/12/22, 19:12:35, -51.715294, -61.319443, -0.94,  0.00, 63, 0, 0.00, 
2017/12/22, 19:12:40, -51.715294, -61.319443, -0.94,  0.00, 63, 0, 0.00, 
2017/12/22, 19:12:45, -51.715294, -61.319443, -0.94,  0.00, 63, 0, 0.00, 
2017/12/22, 19:12:50, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 40.09, 
2017/12/22, 19:12:55, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:00, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:05, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:10, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:15, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:20, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:25, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:30, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:35, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:40, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:45, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:50, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:13:55, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:14:00, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:14:05, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:14:10, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:14:15, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:14:20, -51.714935, -61.319389, -1.00,  0.00, 50, 0, 0.00, 
2017/12/22, 19:14:25, -51.714672, -61.319405, -1.22,  3564.00, 120, 0, 29.27, 
2017/12/22, 19:14:30, -51.714649, -61.319386, 0.40,  1800.00, 52, 0, 2.87, 
2017/12/22, 19:14:35, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.48, 
2017/12/22, 19:14:40, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:14:45, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:14:50, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:14:55, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:00, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:05, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:10, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:15, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:20, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:25, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:30, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:35, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:40, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:45, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:50, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:15:55, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:00, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:05, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:10, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:15, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:20, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:25, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:30, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:35, -51.714649, -61.319393, 0.38,  0.00, 52, 0, 0.00, 
2017/12/22, 19:16:40, -51.714291, -61.319336, 0.47,  288.00, 52, 0, 40.00, 
2017/12/22, 19:16:45, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 1.36, 
2017/12/22, 19:16:50, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:16:55, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:00, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:05, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:10, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:15, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:20, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:25, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:30, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:35, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:40, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:45, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:50, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:17:55, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:18:00, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:18:05, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:18:10, -51.714279, -61.319340, 0.30,  0.00, 345, 0, 0.00, 
2017/12/22, 19:18:15, -51.713917, -61.319279, 1.35,  3492.00, 313, 0, 40.47, 
2017/12/22, 19:18:20, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.44, 
2017/12/22, 19:18:25, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:18:30, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:18:35, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:18:40, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:18:45, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:18:50, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:18:55, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:19:00, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:19:05, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:19:10, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
2017/12/22, 19:19:15, -51.713913, -61.319279, 1.31,  0.00, 313, 0, 0.00, 
